Kommunkod,Kommun,Parti,År,Antal
0583,Motala,Socialdemokraterna,1973,16221
0583,Motala,Sverigedemokraterna,1973,NA
0583,Motala,Vänsterpartiet,1973,1237
0583,Motala,övriga partier,1973,109
0584,Vadstena,Centerpartiet,1973,NA
0584,Vadstena,ej röstande,1973,NA
0584,Vadstena,Kristdemokraterna,1973,NA
0584,Vadstena,Liberalerna,1973,NA
0584,Vadstena,Miljöpartiet,1973,NA
0584,Vadstena,Moderaterna,1973,NA
0584,Vadstena,ogiltiga valsedlar,1973,NA
0584,Vadstena,Socialdemokraterna,1973,NA
0584,Vadstena,Sverigedemokraterna,1973,NA
0584,Vadstena,Vänsterpartiet,1973,NA
0584,Vadstena,övriga partier,1973,NA
0586,Mjölby,Centerpartiet,1973,4755
0586,Mjölby,ej röstande,1973,1601
0586,Mjölby,Kristdemokraterna,1973,439
0586,Mjölby,Liberalerna,1973,951
0586,Mjölby,Miljöpartiet,1973,NA
0586,Mjölby,Moderaterna,1973,1749
0586,Mjölby,ogiltiga valsedlar,1973,41
0586,Mjölby,Socialdemokraterna,1973,7608
0586,Mjölby,Sverigedemokraterna,1973,NA
0586,Mjölby,Vänsterpartiet,1973,569
0586,Mjölby,övriga partier,1973,49
0604,Aneby,Centerpartiet,1973,1542
0604,Aneby,ej röstande,1973,379
0604,Aneby,Kristdemokraterna,1973,354
0604,Aneby,Liberalerna,1973,503
0604,Aneby,Miljöpartiet,1973,NA
0604,Aneby,Moderaterna,1973,612
0604,Aneby,ogiltiga valsedlar,1973,7
0604,Aneby,Socialdemokraterna,1973,1078
0604,Aneby,Sverigedemokraterna,1973,NA
0604,Aneby,Vänsterpartiet,1973,44
0604,Aneby,övriga partier,1973,2
0617,Gnosjö,Centerpartiet,1973,1733
0617,Gnosjö,ej röstande,1973,238
0617,Gnosjö,Kristdemokraterna,1973,401
0617,Gnosjö,Liberalerna,1973,471
0617,Gnosjö,Miljöpartiet,1973,NA
0617,Gnosjö,Moderaterna,1973,721
0617,Gnosjö,ogiltiga valsedlar,1973,5
0617,Gnosjö,Socialdemokraterna,1973,1414
0617,Gnosjö,Sverigedemokraterna,1973,NA
0617,Gnosjö,Vänsterpartiet,1973,97
0617,Gnosjö,övriga partier,1973,5
0642,Mullsjö,Centerpartiet,1973,1068
0642,Mullsjö,ej röstande,1973,177
0642,Mullsjö,Kristdemokraterna,1973,272
0642,Mullsjö,Liberalerna,1973,347
0642,Mullsjö,Miljöpartiet,1973,NA
0642,Mullsjö,Moderaterna,1973,365
0642,Mullsjö,ogiltiga valsedlar,1973,NA
0642,Mullsjö,Socialdemokraterna,1973,832
0642,Mullsjö,Sverigedemokraterna,1973,NA
0642,Mullsjö,Vänsterpartiet,1973,46
0642,Mullsjö,övriga partier,1973,1
0643,Habo,Centerpartiet,1973,1256
0643,Habo,ej röstande,1973,312
0643,Habo,Kristdemokraterna,1973,294
0643,Habo,Liberalerna,1973,441
0643,Habo,Miljöpartiet,1973,NA
0643,Habo,Moderaterna,1973,543
0643,Habo,ogiltiga valsedlar,1973,1
0643,Habo,Socialdemokraterna,1973,1131
0643,Habo,Sverigedemokraterna,1973,NA
0643,Habo,Vänsterpartiet,1973,55
0643,Habo,övriga partier,1973,3
0662,Gislaved,Centerpartiet,1973,5897
0662,Gislaved,ej röstande,1973,1087
0662,Gislaved,Kristdemokraterna,1973,468
0662,Gislaved,Liberalerna,1973,1435
0662,Gislaved,Miljöpartiet,1973,NA
0662,Gislaved,Moderaterna,1973,2040
0662,Gislaved,ogiltiga valsedlar,1973,21
0662,Gislaved,Socialdemokraterna,1973,6018
0662,Gislaved,Sverigedemokraterna,1973,NA
0662,Gislaved,Vänsterpartiet,1973,314
0662,Gislaved,övriga partier,1973,29
0665,Vaggeryd,Centerpartiet,1973,2272
0665,Vaggeryd,ej röstande,1973,462
0665,Vaggeryd,Kristdemokraterna,1973,583
0665,Vaggeryd,Liberalerna,1973,650
0665,Vaggeryd,Miljöpartiet,1973,NA
0665,Vaggeryd,Moderaterna,1973,1012
0665,Vaggeryd,ogiltiga valsedlar,1973,4
0665,Vaggeryd,Socialdemokraterna,1973,2494
0665,Vaggeryd,Sverigedemokraterna,1973,NA
0665,Vaggeryd,Vänsterpartiet,1973,249
0665,Vaggeryd,övriga partier,1973,27
0680,Jönköping,Centerpartiet,1973,15809
0680,Jönköping,ej röstande,1973,5880
0680,Jönköping,Kristdemokraterna,1973,3856
0680,Jönköping,Liberalerna,1973,7367
0680,Jönköping,Miljöpartiet,1973,NA
0680,Jönköping,Moderaterna,1973,10378
0680,Jönköping,ogiltiga valsedlar,1973,69
0680,Jönköping,Socialdemokraterna,1973,29123
0680,Jönköping,Sverigedemokraterna,1973,NA
0680,Jönköping,Vänsterpartiet,1973,2367
0680,Jönköping,övriga partier,1973,239
0682,Nässjö,Centerpartiet,1973,6013
0682,Nässjö,ej röstande,1973,1766
0682,Nässjö,Kristdemokraterna,1973,892
0682,Nässjö,Liberalerna,1973,2134
0682,Nässjö,Miljöpartiet,1973,NA
0682,Nässjö,Moderaterna,1973,2650
0682,Nässjö,ogiltiga valsedlar,1973,25
0682,Nässjö,Socialdemokraterna,1973,9412
0682,Nässjö,Sverigedemokraterna,1973,NA
0682,Nässjö,Vänsterpartiet,1973,794
0682,Nässjö,övriga partier,1973,99
0683,Värnamo,Centerpartiet,1973,6220
0683,Värnamo,ej röstande,1973,1383
0683,Värnamo,Kristdemokraterna,1973,1277
0683,Värnamo,Liberalerna,1973,1606
0683,Värnamo,Miljöpartiet,1973,NA
0683,Värnamo,Moderaterna,1973,2707
0683,Värnamo,ogiltiga valsedlar,1973,22
0683,Värnamo,Socialdemokraterna,1973,6311
0683,Värnamo,Sverigedemokraterna,1973,NA
0683,Värnamo,Vänsterpartiet,1973,522
0683,Värnamo,övriga partier,1973,73
0684,Sävsjö,Centerpartiet,1973,3001
0684,Sävsjö,ej röstande,1973,692
0684,Sävsjö,Kristdemokraterna,1973,449
0684,Sävsjö,Liberalerna,1973,696
0684,Sävsjö,Miljöpartiet,1973,NA
0684,Sävsjö,Moderaterna,1973,1302
0684,Sävsjö,ogiltiga valsedlar,1973,7
0684,Sävsjö,Socialdemokraterna,1973,1915
0684,Sävsjö,Sverigedemokraterna,1973,NA
0684,Sävsjö,Vänsterpartiet,1973,135
0684,Sävsjö,övriga partier,1973,12
0685,Vetlanda,Centerpartiet,1973,6845
0685,Vetlanda,ej röstande,1973,1695
0685,Vetlanda,Kristdemokraterna,1973,1018
0685,Vetlanda,Liberalerna,1973,1576
0685,Vetlanda,Miljöpartiet,1973,NA
0685,Vetlanda,Moderaterna,1973,2389
0685,Vetlanda,ogiltiga valsedlar,1973,8
0685,Vetlanda,Socialdemokraterna,1973,6361
0685,Vetlanda,Sverigedemokraterna,1973,NA
0685,Vetlanda,Vänsterpartiet,1973,348
0685,Vetlanda,övriga partier,1973,28
0686,Eksjö,Centerpartiet,1973,3996
0686,Eksjö,ej röstande,1973,1101
0686,Eksjö,Kristdemokraterna,1973,615
0686,Eksjö,Liberalerna,1973,1298
0686,Eksjö,Miljöpartiet,1973,NA
0686,Eksjö,Moderaterna,1973,1769
0686,Eksjö,ogiltiga valsedlar,1973,8
0686,Eksjö,Socialdemokraterna,1973,4138
0686,Eksjö,Sverigedemokraterna,1973,NA
0686,Eksjö,Vänsterpartiet,1973,187
0686,Eksjö,övriga partier,1973,46
0687,Tranås,Centerpartiet,1973,3067
0687,Tranås,ej röstande,1973,1120
0687,Tranås,Kristdemokraterna,1973,783
0687,Tranås,Liberalerna,1973,1341
0687,Tranås,Miljöpartiet,1973,NA
0687,Tranås,Moderaterna,1973,1658
0687,Tranås,ogiltiga valsedlar,1973,12
0687,Tranås,Socialdemokraterna,1973,5167
0687,Tranås,Sverigedemokraterna,1973,NA
0687,Tranås,Vänsterpartiet,1973,385
0687,Tranås,övriga partier,1973,44
0760,Uppvidinge,Centerpartiet,1973,2573
0760,Uppvidinge,ej röstande,1973,721
0760,Uppvidinge,Kristdemokraterna,1973,81
0760,Uppvidinge,Liberalerna,1973,330
0760,Uppvidinge,Miljöpartiet,1973,NA
0760,Uppvidinge,Moderaterna,1973,796
0760,Uppvidinge,ogiltiga valsedlar,1973,3
0760,Uppvidinge,Socialdemokraterna,1973,3327
0760,Uppvidinge,Sverigedemokraterna,1973,NA
0760,Uppvidinge,Vänsterpartiet,1973,549
0760,Uppvidinge,övriga partier,1973,17
0761,Lessebo,Centerpartiet,1973,1304
0761,Lessebo,ej röstande,1973,343
0761,Lessebo,Kristdemokraterna,1973,57
0761,Lessebo,Liberalerna,1973,210
0761,Lessebo,Miljöpartiet,1973,NA
0761,Lessebo,Moderaterna,1973,510
0761,Lessebo,ogiltiga valsedlar,1973,5
0761,Lessebo,Socialdemokraterna,1973,3185
0761,Lessebo,Sverigedemokraterna,1973,NA
0761,Lessebo,Vänsterpartiet,1973,412
0761,Lessebo,övriga partier,1973,14
0763,Tingsryd,Centerpartiet,1973,4208
0763,Tingsryd,ej röstande,1973,1206
0763,Tingsryd,Kristdemokraterna,1973,126
0763,Tingsryd,Liberalerna,1973,400
0763,Tingsryd,Miljöpartiet,1973,NA
0763,Tingsryd,Moderaterna,1973,1651
0763,Tingsryd,ogiltiga valsedlar,1973,8
0763,Tingsryd,Socialdemokraterna,1973,3039
0763,Tingsryd,Sverigedemokraterna,1973,NA
0763,Tingsryd,Vänsterpartiet,1973,322
0763,Tingsryd,övriga partier,1973,7
0764,Alvesta,Centerpartiet,1973,4491
0764,Alvesta,ej röstande,1973,1190
0764,Alvesta,Kristdemokraterna,1973,226
0764,Alvesta,Liberalerna,1973,663
0764,Alvesta,Miljöpartiet,1973,NA
0764,Alvesta,Moderaterna,1973,1649
0764,Alvesta,ogiltiga valsedlar,1973,12
0764,Alvesta,Socialdemokraterna,1973,4323
0764,Alvesta,Sverigedemokraterna,1973,NA
0764,Alvesta,Vänsterpartiet,1973,401
0764,Alvesta,övriga partier,1973,22
0765,Älmhult,Centerpartiet,1973,3208
0765,Älmhult,ej röstande,1973,901
0765,Älmhult,Kristdemokraterna,1973,163
0765,Älmhult,Liberalerna,1973,420
0765,Älmhult,Miljöpartiet,1973,NA
0765,Älmhult,Moderaterna,1973,1548
0765,Älmhult,ogiltiga valsedlar,1973,14
0765,Älmhult,Socialdemokraterna,1973,4207
0765,Älmhult,Sverigedemokraterna,1973,NA
0765,Älmhult,Vänsterpartiet,1973,313
0765,Älmhult,övriga partier,1973,7
0767,Markaryd,Centerpartiet,1973,2435
0767,Markaryd,ej röstande,1973,666
0767,Markaryd,Kristdemokraterna,1973,247
0767,Markaryd,Liberalerna,1973,415
0767,Markaryd,Miljöpartiet,1973,NA
0767,Markaryd,Moderaterna,1973,817
0767,Markaryd,ogiltiga valsedlar,1973,3
0767,Markaryd,Socialdemokraterna,1973,3033
0767,Markaryd,Sverigedemokraterna,1973,NA
0767,Markaryd,Vänsterpartiet,1973,264
0767,Markaryd,övriga partier,1973,8
0780,Växjö,Centerpartiet,1973,12557
0780,Växjö,ej röstande,1973,3781
0780,Växjö,Kristdemokraterna,1973,527
0780,Växjö,Liberalerna,1973,2501
0780,Växjö,Miljöpartiet,1973,NA
0780,Växjö,Moderaterna,1973,6542
0780,Växjö,ogiltiga valsedlar,1973,35
0780,Växjö,Socialdemokraterna,1973,14880
0780,Växjö,Sverigedemokraterna,1973,NA
0780,Växjö,Vänsterpartiet,1973,1538
0780,Växjö,övriga partier,1973,138
0781,Ljungby,Centerpartiet,1973,6368
0781,Ljungby,ej röstande,1973,1736
0781,Ljungby,Kristdemokraterna,1973,439
0781,Ljungby,Liberalerna,1973,1167
0781,Ljungby,Miljöpartiet,1973,NA
0781,Ljungby,Moderaterna,1973,2366
0781,Ljungby,ogiltiga valsedlar,1973,17
0781,Ljungby,Socialdemokraterna,1973,5581
0781,Ljungby,Sverigedemokraterna,1973,NA
0781,Ljungby,Vänsterpartiet,1973,501
0781,Ljungby,övriga partier,1973,53
0821,Högsby,Centerpartiet,1973,1706
0821,Högsby,ej röstande,1973,434
0821,Högsby,Kristdemokraterna,1973,213
0821,Högsby,Liberalerna,1973,248
0821,Högsby,Miljöpartiet,1973,NA
0821,Högsby,Moderaterna,1973,747
0821,Högsby,ogiltiga valsedlar,1973,7
0821,Högsby,Socialdemokraterna,1973,2500
0821,Högsby,Sverigedemokraterna,1973,NA
0821,Högsby,Vänsterpartiet,1973,219
0821,Högsby,övriga partier,1973,3
0834,Torsås,Centerpartiet,1973,2230
0834,Torsås,ej röstande,1973,553
0834,Torsås,Kristdemokraterna,1973,164
0834,Torsås,Liberalerna,1973,253
0834,Torsås,Miljöpartiet,1973,NA
0834,Torsås,Moderaterna,1973,778
0834,Torsås,ogiltiga valsedlar,1973,8
0834,Torsås,Socialdemokraterna,1973,1614
0834,Torsås,Sverigedemokraterna,1973,NA
0834,Torsås,Vänsterpartiet,1973,68
0834,Torsås,övriga partier,1973,2
0840,Mörbylånga,Centerpartiet,1973,2690
0840,Mörbylånga,ej röstande,1973,594
0840,Mörbylånga,Kristdemokraterna,1973,66
0840,Mörbylånga,Liberalerna,1973,465
0840,Mörbylånga,Miljöpartiet,1973,NA
0840,Mörbylånga,Moderaterna,1973,1154
0840,Mörbylånga,ogiltiga valsedlar,1973,13
0840,Mörbylånga,Socialdemokraterna,1973,2355
0840,Mörbylånga,Sverigedemokraterna,1973,NA
0840,Mörbylånga,Vänsterpartiet,1973,126
0840,Mörbylånga,övriga partier,1973,1
0860,Hultsfred,Centerpartiet,1973,3858
0860,Hultsfred,ej röstande,1973,1059
0860,Hultsfred,Kristdemokraterna,1973,463
0860,Hultsfred,Liberalerna,1973,669
0860,Hultsfred,Miljöpartiet,1973,NA
0860,Hultsfred,Moderaterna,1973,1651
0860,Hultsfred,ogiltiga valsedlar,1973,11
0860,Hultsfred,Socialdemokraterna,1973,5232
0860,Hultsfred,Sverigedemokraterna,1973,NA
0860,Hultsfred,Vänsterpartiet,1973,370
0860,Hultsfred,övriga partier,1973,11
0861,Mönsterås,Centerpartiet,1973,2213
0861,Mönsterås,ej röstande,1973,795
0861,Mönsterås,Kristdemokraterna,1973,315
0861,Mönsterås,Liberalerna,1973,371
0861,Mönsterås,Miljöpartiet,1973,NA
0861,Mönsterås,Moderaterna,1973,1088
0861,Mönsterås,ogiltiga valsedlar,1973,4
0861,Mönsterås,Socialdemokraterna,1973,4072
0861,Mönsterås,Sverigedemokraterna,1973,NA
0861,Mönsterås,Vänsterpartiet,1973,471
0861,Mönsterås,övriga partier,1973,10
0862,Emmaboda,Centerpartiet,1973,2611
0862,Emmaboda,ej röstande,1973,649
0862,Emmaboda,Kristdemokraterna,1973,107
0862,Emmaboda,Liberalerna,1973,305
0862,Emmaboda,Miljöpartiet,1973,NA
0862,Emmaboda,Moderaterna,1973,751
0862,Emmaboda,ogiltiga valsedlar,1973,10
0862,Emmaboda,Socialdemokraterna,1973,3394
0862,Emmaboda,Sverigedemokraterna,1973,NA
0862,Emmaboda,Vänsterpartiet,1973,274
0862,Emmaboda,övriga partier,1973,20
0880,Kalmar,Centerpartiet,1973,8093
0880,Kalmar,ej röstande,1973,3428
0880,Kalmar,Kristdemokraterna,1973,544
0880,Kalmar,Liberalerna,1973,2410
0880,Kalmar,Miljöpartiet,1973,NA
0880,Kalmar,Moderaterna,1973,6308
0880,Kalmar,ogiltiga valsedlar,1973,68
0880,Kalmar,Socialdemokraterna,1973,15804
0880,Kalmar,Sverigedemokraterna,1973,NA
0880,Kalmar,Vänsterpartiet,1973,1237
0880,Kalmar,övriga partier,1973,114
0881,Nybro,Centerpartiet,1973,4468
0881,Nybro,ej röstande,1973,1253
0881,Nybro,Kristdemokraterna,1973,354
0881,Nybro,Liberalerna,1973,549
0881,Nybro,Miljöpartiet,1973,NA
0881,Nybro,Moderaterna,1973,1748
0881,Nybro,ogiltiga valsedlar,1973,24
0881,Nybro,Socialdemokraterna,1973,6425
0881,Nybro,Sverigedemokraterna,1973,NA
0881,Nybro,Vänsterpartiet,1973,720
0881,Nybro,övriga partier,1973,15
0882,Oskarshamn,Centerpartiet,1973,4029
0882,Oskarshamn,ej röstande,1973,1711
0882,Oskarshamn,Kristdemokraterna,1973,578
0882,Oskarshamn,Liberalerna,1973,1173
0882,Oskarshamn,Miljöpartiet,1973,NA
0882,Oskarshamn,Moderaterna,1973,2246
0882,Oskarshamn,ogiltiga valsedlar,1973,24
0882,Oskarshamn,Socialdemokraterna,1973,8782
0882,Oskarshamn,Sverigedemokraterna,1973,NA
0882,Oskarshamn,Vänsterpartiet,1973,719
0882,Oskarshamn,övriga partier,1973,74
0883,Västervik,Centerpartiet,1973,6938
0883,Västervik,ej röstande,1973,3051
0883,Västervik,Kristdemokraterna,1973,524
0883,Västervik,Liberalerna,1973,1368
0883,Västervik,Miljöpartiet,1973,NA
0883,Västervik,Moderaterna,1973,3493
0883,Västervik,ogiltiga valsedlar,1973,42
0883,Västervik,Socialdemokraterna,1973,13153
0883,Västervik,Sverigedemokraterna,1973,NA
0883,Västervik,Vänsterpartiet,1973,1476
0883,Västervik,övriga partier,1973,47
0884,Vimmerby,Centerpartiet,1973,4637
0884,Vimmerby,ej röstande,1973,890
0884,Vimmerby,Kristdemokraterna,1973,198
0884,Vimmerby,Liberalerna,1973,410
0884,Vimmerby,Miljöpartiet,1973,NA
0884,Vimmerby,Moderaterna,1973,1522
0884,Vimmerby,ogiltiga valsedlar,1973,12
0884,Vimmerby,Socialdemokraterna,1973,3774
0884,Vimmerby,Sverigedemokraterna,1973,NA
0884,Vimmerby,Vänsterpartiet,1973,241
0884,Vimmerby,övriga partier,1973,12
0885,Borgholm,Centerpartiet,1973,3549
0885,Borgholm,ej röstande,1973,723
0885,Borgholm,Kristdemokraterna,1973,239
0885,Borgholm,Liberalerna,1973,345
0885,Borgholm,Miljöpartiet,1973,NA
0885,Borgholm,Moderaterna,1973,968
0885,Borgholm,ogiltiga valsedlar,1973,14
0885,Borgholm,Socialdemokraterna,1973,1823
0885,Borgholm,Sverigedemokraterna,1973,NA
0885,Borgholm,Vänsterpartiet,1973,154
0885,Borgholm,övriga partier,1973,7
0980,Gotland,Centerpartiet,1973,13528
0980,Gotland,ej röstande,1973,3708
0980,Gotland,Kristdemokraterna,1973,332
0980,Gotland,Liberalerna,1973,2506
0980,Gotland,Miljöpartiet,1973,NA
0980,Gotland,Moderaterna,1973,4344
0980,Gotland,ogiltiga valsedlar,1973,96
0980,Gotland,Socialdemokraterna,1973,12722
0980,Gotland,Sverigedemokraterna,1973,NA
0980,Gotland,Vänsterpartiet,1973,615
0980,Gotland,övriga partier,1973,139
1060,Olofström,Centerpartiet,1973,2171
1060,Olofström,ej röstande,1973,871
1060,Olofström,Kristdemokraterna,1973,268
1060,Olofström,Liberalerna,1973,703
1060,Olofström,Miljöpartiet,1973,NA
1060,Olofström,Moderaterna,1973,870
1060,Olofström,ogiltiga valsedlar,1973,12
1060,Olofström,Socialdemokraterna,1973,4737
1060,Olofström,Sverigedemokraterna,1973,NA
1060,Olofström,Vänsterpartiet,1973,413
1060,Olofström,övriga partier,1973,52
1080,Karlskrona,Centerpartiet,1973,8601
1080,Karlskrona,ej röstande,1973,4103
1080,Karlskrona,Kristdemokraterna,1973,785
1080,Karlskrona,Liberalerna,1973,4737
1080,Karlskrona,Miljöpartiet,1973,NA
1080,Karlskrona,Moderaterna,1973,5068
1080,Karlskrona,ogiltiga valsedlar,1973,34
1080,Karlskrona,Socialdemokraterna,1973,19207
1080,Karlskrona,Sverigedemokraterna,1973,NA
1080,Karlskrona,Vänsterpartiet,1973,1317
1080,Karlskrona,övriga partier,1973,59
1081,Ronneby,Centerpartiet,1973,5124
1081,Ronneby,ej röstande,1973,1863
1081,Ronneby,Kristdemokraterna,1973,183
1081,Ronneby,Liberalerna,1973,1411
1081,Ronneby,Miljöpartiet,1973,NA
1081,Ronneby,Moderaterna,1973,2056
1081,Ronneby,ogiltiga valsedlar,1973,29
1081,Ronneby,Socialdemokraterna,1973,9578
1081,Ronneby,Sverigedemokraterna,1973,NA
1081,Ronneby,Vänsterpartiet,1973,760
1081,Ronneby,övriga partier,1973,51
1082,Karlshamn,Centerpartiet,1973,4403
1082,Karlshamn,ej röstande,1973,2171
1082,Karlshamn,Kristdemokraterna,1973,347
1082,Karlshamn,Liberalerna,1973,1433
1082,Karlshamn,Miljöpartiet,1973,NA
1082,Karlshamn,Moderaterna,1973,2325
1082,Karlshamn,ogiltiga valsedlar,1973,14
1082,Karlshamn,Socialdemokraterna,1973,10435
1082,Karlshamn,Sverigedemokraterna,1973,NA
1082,Karlshamn,Vänsterpartiet,1973,1237
1082,Karlshamn,övriga partier,1973,90
1083,Sölvesborg,Centerpartiet,1973,2216
1083,Sölvesborg,ej röstande,1973,928
1083,Sölvesborg,Kristdemokraterna,1973,161
1083,Sölvesborg,Liberalerna,1973,980
1083,Sölvesborg,Miljöpartiet,1973,NA
1083,Sölvesborg,Moderaterna,1973,1465
1083,Sölvesborg,ogiltiga valsedlar,1973,14
1083,Sölvesborg,Socialdemokraterna,1973,4821
1083,Sölvesborg,Sverigedemokraterna,1973,NA
1083,Sölvesborg,Vänsterpartiet,1973,355
1083,Sölvesborg,övriga partier,1973,6
1214,Svalöv,Centerpartiet,1973,3112
1214,Svalöv,ej röstande,1973,624
1214,Svalöv,Kristdemokraterna,1973,55
1214,Svalöv,Liberalerna,1973,422
1214,Svalöv,Miljöpartiet,1973,NA
1214,Svalöv,Moderaterna,1973,884
1214,Svalöv,ogiltiga valsedlar,1973,20
1214,Svalöv,Socialdemokraterna,1973,3412
1214,Svalöv,Sverigedemokraterna,1973,NA
1214,Svalöv,Vänsterpartiet,1973,119
1214,Svalöv,övriga partier,1973,2
1229,Bara,Centerpartiet,1973,827
1229,Bara,ej röstande,1973,133
1229,Bara,Kristdemokraterna,1973,12
1229,Bara,Liberalerna,1973,171
1229,Bara,Miljöpartiet,1973,NA
1229,Bara,Moderaterna,1973,418
1229,Bara,ogiltiga valsedlar,1973,5
1229,Bara,Socialdemokraterna,1973,962
1229,Bara,Sverigedemokraterna,1973,NA
1229,Bara,Vänsterpartiet,1973,26
1229,Bara,övriga partier,1973,1
1230,Staffanstorp,Centerpartiet,1973,2704
1230,Staffanstorp,ej röstande,1973,406
1230,Staffanstorp,Kristdemokraterna,1973,18
1230,Staffanstorp,Liberalerna,1973,569
1230,Staffanstorp,Miljöpartiet,1973,NA
1230,Staffanstorp,Moderaterna,1973,1597
1230,Staffanstorp,ogiltiga valsedlar,1973,23
1230,Staffanstorp,Socialdemokraterna,1973,3044
1230,Staffanstorp,Sverigedemokraterna,1973,NA
1230,Staffanstorp,Vänsterpartiet,1973,110
1230,Staffanstorp,övriga partier,1973,5
1231,Burlöv,Centerpartiet,1973,1791
1231,Burlöv,ej röstande,1973,568
1231,Burlöv,Kristdemokraterna,1973,16
1231,Burlöv,Liberalerna,1973,562
1231,Burlöv,Miljöpartiet,1973,NA
1231,Burlöv,Moderaterna,1973,1073
1231,Burlöv,ogiltiga valsedlar,1973,28
1231,Burlöv,Socialdemokraterna,1973,4368
1231,Burlöv,Sverigedemokraterna,1973,NA
1231,Burlöv,Vänsterpartiet,1973,240
1231,Burlöv,övriga partier,1973,16
1233,Vellinge,Centerpartiet,1973,3132
1233,Vellinge,ej röstande,1973,523
1233,Vellinge,Kristdemokraterna,1973,86
1233,Vellinge,Liberalerna,1973,799
1233,Vellinge,Miljöpartiet,1973,NA
1233,Vellinge,Moderaterna,1973,2970
1233,Vellinge,ogiltiga valsedlar,1973,34
1233,Vellinge,Socialdemokraterna,1973,3590
1233,Vellinge,Sverigedemokraterna,1973,NA
1233,Vellinge,Vänsterpartiet,1973,108
1233,Vellinge,övriga partier,1973,18
1256,Östra Göinge,Centerpartiet,1973,2360
1256,Östra Göinge,ej röstande,1973,796
1256,Östra Göinge,Kristdemokraterna,1973,213
1256,Östra Göinge,Liberalerna,1973,574
1256,Östra Göinge,Miljöpartiet,1973,NA
1256,Östra Göinge,Moderaterna,1973,906
1256,Östra Göinge,ogiltiga valsedlar,1973,9
1256,Östra Göinge,Socialdemokraterna,1973,4709
1256,Östra Göinge,Sverigedemokraterna,1973,NA
1256,Östra Göinge,Vänsterpartiet,1973,276
1256,Östra Göinge,övriga partier,1973,8
1257,Örkelljunga,Centerpartiet,1973,2117
1257,Örkelljunga,ej röstande,1973,585
1257,Örkelljunga,Kristdemokraterna,1973,246
1257,Örkelljunga,Liberalerna,1973,507
1257,Örkelljunga,Miljöpartiet,1973,NA
1257,Örkelljunga,Moderaterna,1973,1239
1257,Örkelljunga,ogiltiga valsedlar,1973,10
1257,Örkelljunga,Socialdemokraterna,1973,1427
1257,Örkelljunga,Sverigedemokraterna,1973,NA
1257,Örkelljunga,Vänsterpartiet,1973,75
1257,Örkelljunga,övriga partier,1973,2
1260,Bjuv,Centerpartiet,1973,1871
1260,Bjuv,ej röstande,1973,576
1260,Bjuv,Kristdemokraterna,1973,50
1260,Bjuv,Liberalerna,1973,428
1260,Bjuv,Miljöpartiet,1973,NA
1260,Bjuv,Moderaterna,1973,695
1260,Bjuv,ogiltiga valsedlar,1973,16
1260,Bjuv,Socialdemokraterna,1973,4820
1260,Bjuv,Sverigedemokraterna,1973,NA
1260,Bjuv,Vänsterpartiet,1973,189
1260,Bjuv,övriga partier,1973,11
1261,Kävlinge,Centerpartiet,1973,3110
1261,Kävlinge,ej röstande,1973,632
1261,Kävlinge,Kristdemokraterna,1973,27
1261,Kävlinge,Liberalerna,1973,667
1261,Kävlinge,Miljöpartiet,1973,NA
1261,Kävlinge,Moderaterna,1973,1033
1261,Kävlinge,ogiltiga valsedlar,1973,29
1261,Kävlinge,Socialdemokraterna,1973,5382
1261,Kävlinge,Sverigedemokraterna,1973,NA
1261,Kävlinge,Vänsterpartiet,1973,161
1261,Kävlinge,övriga partier,1973,9
1262,Lomma,Centerpartiet,1973,2369
1262,Lomma,ej röstande,1973,441
1262,Lomma,Kristdemokraterna,1973,24
1262,Lomma,Liberalerna,1973,698
1262,Lomma,Miljöpartiet,1973,NA
1262,Lomma,Moderaterna,1973,1994
1262,Lomma,ogiltiga valsedlar,1973,25
1262,Lomma,Socialdemokraterna,1973,3609
1262,Lomma,Sverigedemokraterna,1973,NA
1262,Lomma,Vänsterpartiet,1973,145
1262,Lomma,övriga partier,1973,3
1263,Svedala,Centerpartiet,1973,1289
1263,Svedala,ej röstande,1973,293
1263,Svedala,Kristdemokraterna,1973,70
